729,"Kuzante, Marandinho","$192,530.00",M,24-02-7934,Single,ON
730,"Maruanto, Mazindara","$208,149.00",F,24-02-8934,Married,ON
731,"Kuzante, Marandinho","$216,408.00",F,24-02-9934,Divorced,ON
732,"Maruanto, Mazindara","$176,345.00",N,24-02-10934,Single,ON
733,"Kuzante, Marandinho","$84,107.00",M,24-02-11934,Married,ON
734,"Maruanto, Mazindara","$60,299.00",N,24-02-12934,Divorced,ON
735,"Kuzante, Marandinho","$186,982.00",F,24-02-13934,Single,ON
736,"Maruanto, Mazindara","$65,429.00",N,24-02-14934,Married,ON
737,"Kuzante, Marandinho","$85,676.00",M,24-02-15934,Divorced,ON
738,"Maruanto, Mazindara","$207,773.00",F,24-02-16934,Single,ON
739,"Kuzante, Marandinho","$55,275.00",M,24-02-17934,Married,ON
740,"Maruanto, Mazindara","$141,860.00",M,24-02-18934,Divorced,ON
741,"Kuzante, Marandinho","$114,006.00",M,24-02-19934,Single,ON
742,"Maruanto, Mazindara","$137,170.00",N,24-02-20934,Married,ON
743,"Kuzante, Marandinho","$22,475.00",M,24-02-21934,Divorced,ON
744,"Maruanto, Mazindara","$185,655.00",F,24-02-22934,Single,NS
745,"Kuzante, Marandinho","$100,001.00",F,24-02-23934,Married,ON
746,"Maruanto, Mazindara","$145,009.00",N,24-02-24934,Divorced,ON
747,"Kuzante, Marandinho","$175,942.00",M,24-02-25934,Single,ON
748,"Maruanto, Mazindara","$51,520.00",N,24-02-26934,Married,ON
749,"Kuzante, Marandinho","$42,184.00",F,24-02-27934,Divorced,ON
750,"Maruanto, Mazindara","$72,447.00",N,24-02-28934,Single,ON
751,"Kuzante, Marandinho","$245,412.00",M,24-02-29934,Married,ON
752,"Maruanto, Mazindara","$199,050.00",F,24-02-30934,Divorced,ON
753,"Kuzante, Marandinho","$77,405.00",M,24-02-31934,Single,ON
754,"Maruanto, Mazindara","$235,263.00",M,24-02-32934,Married,ON
755,"Kuzante, Marandinho","$72,641.00",M,24-02-33934,Divorced,ON
756,"Maruanto, Mazindara","$95,585.00",N,24-02-34934,Single,ON
757,"Kuzante, Marandinho","$133,244.00",M,24-02-35934,Married,ON
758,"Maruanto, Mazindara","$38,026.00",F,24-02-36934,Divorced,ON
759,"Kuzante, Marandinho","$111,453.00",F,24-02-37934,Single,ON
760,"Maruanto, Mazindara","$70,341.00",N,24-02-38934,Married,ON
761,"Kuzante, Marandinho","$32,782.00",M,24-02-39934,Divorced,ON
762,"Maruanto, Mazindara","$144,108.00",N,24-02-40934,Single,ON
763,"Kuzante, Marandinho","$34,460.00",F,24-02-41934,Married,ON
764,"Maruanto, Mazindara","$249,744.00",N,24-02-42934,Divorced,ON
765,"Kuzante, Marandinho","$13,704.00",M,24-02-43934,Single,ON
766,"Maruanto, Mazindara","$137,172.00",F,24-02-44934,Married,ON
767,"Kuzante, Marandinho","$152,502.00",M,24-02-45934,Divorced,ON
768,"Maruanto, Mazindara","$133,837.00",M,24-02-46934,Single,ON
769,"Kuzante, Marandinho","$105,271.00",M,24-02-47934,Married,ON
770,"Maruanto, Mazindara","$119,076.00",N,24-02-48934,Divorced,NS
771,"Kuzante, Marandinho","$170,086.00",M,24-02-49934,Single,ON
772,"Maruanto, Mazindara","$38,549.00",F,24-02-50934,Married,ON
773,"Kuzante, Marandinho","$115,113.00",F,24-02-51934,Divorced,ON
774,"Maruanto, Mazindara","$88,019.00",N,24-02-52934,Single,ON
775,"Kuzante, Marandinho","$206,899.00",M,24-02-53934,Married,ON
776,"Maruanto, Mazindara","$57,500.00",N,24-02-54934,Divorced,ON
777,"Kuzante, Marandinho","$76,392.00",F,24-02-55934,Single,ON
778,"Maruanto, Mazindara","$53,157.00",N,24-02-56934,Married,ON
779,"Kuzante, Marandinho","$181,651.00",M,24-02-57934,Divorced,ON
780,"Maruanto, Mazindara","$217,194.00",F,24-02-58934,Single,ON
781,"Kuzante, Marandinho","$141,374.00",M,24-02-59934,Married,ON
782,"Maruanto, Mazindara","$58,191.00",M,24-02-60934,Divorced,ON
783,"Kuzante, Marandinho","$20,111.00",M,24-02-61934,Single,ON
784,"Maruanto, Mazindara","$117,382.00",N,24-02-62934,Married,ON
785,"Kuzante, Marandinho","$138,107.00",M,24-02-63934,Divorced,ON
786,"Maruanto, Mazindara","$95,362.00",F,24-02-64934,Single,ON
787,"Kuzante, Marandinho","$173,027.00",F,24-02-65934,Married,ON
788,"Maruanto, Mazindara","$67,275.00",N,24-02-66934,Divorced,ON
789,"Kuzante, Marandinho","$92,665.00",M,24-02-67934,Single,ON
790,"Maruanto, Mazindara","$199,671.00",N,24-02-68934,Married,ON
791,"Kuzante, Marandinho","$123,698.00",F,24-02-69934,Divorced,ON
792,"Maruanto, Mazindara","$210,672.00",N,24-02-70934,Single,ON
793,"Kuzante, Marandinho","$204,144.00",M,24-02-71934,Married,ON
794,"Maruanto, Mazindara","$18,146.00",F,24-02-72934,Divorced,ON
795,"Kuzante, Marandinho","$219,637.00",M,24-02-73934,Single,ON
796,"Maruanto, Mazindara","$178,176.00",M,24-02-74934,Married,ON
797,"Kuzante, Marandinho","$97,236.00",M,24-02-75934,Divorced,ON
798,"Maruanto, Mazindara","$216,439.00",N,24-02-76934,Divorced,ON
799,"Kuzante, Marandinho","$59,437.00",M,24-02-77934,Single,ON
800,"Maruanto, Mazindara","$78,471.00",F,24-02-78934,Married,NS
801,"Kuzante, Marandinho","$142,615.00",F,24-02-79934,Divorced,ON
802,"Maruanto, Mazindara","$96,040.00",N,24-02-80934,Single,ON
803,"Kuzante, Marandinho","$139,243.00",M,24-02-81934,Married,ON
804,"Maruanto, Mazindara","$33,270.00",N,24-02-82934,Divorced,ON
805,"Kuzante, Marandinho","$51,983.00",F,24-02-83934,Single,ON
806,"Maruanto, Mazindara","$231,194.00",N,24-02-84934,Married,ON
807,"Kuzante, Marandinho","$67,429.00",M,24-02-85934,Divorced,ON
808,"Maruanto, Mazindara","$138,926.00",F,24-02-86934,Single,ON
809,"Kuzante, Marandinho","$171,143.00",M,24-02-87934,Married,ON
810,"Maruanto, Mazindara","$152,016.00",M,24-02-88934,Divorced,ON
811,"Kuzante, Marandinho","$119,511.00",M,24-02-89934,Single,ON
812,"Maruanto, Mazindara","$87,488.00",N,24-02-90934,Married,ON
813,"Kuzante, Marandinho","$101,234.00",M,24-02-91934,Divorced,ON
814,"Maruanto, Mazindara","$73,592.00",F,24-02-92934,Single,ON
815,"Kuzante, Marandinho","$81,154.00",F,24-02-93934,Married,ON
816,"Maruanto, Mazindara","$96,795.00",N,24-02-94934,Divorced,ON
817,"Kuzante, Marandinho","$39,649.00",M,24-02-95934,Divorced,ON
818,"Maruanto, Mazindara","$154,590.00",N,24-02-96934,Single,ON
819,"Kuzante, Marandinho","$154,962.00",F,24-02-97934,Married,ON
820,"Maruanto, Mazindara","$198,552.00",N,24-02-98934,Divorced,ON
821,"Kuzante, Marandinho","$123,322.00",M,24-02-99934,Single,ON
822,"Maruanto, Mazindara","$210,761.00",F,24-02-100934,Married,ON
823,"Kuzante, Marandinho","$155,331.00",M,24-02-1934,Single,ON
824,"Maruanto, Mazindara","$176,784.00",F,24-02-2934,Married,ON
825,"Kuzante, Marandinho","$71,233.00",M,24-02-3934,Divorced,ON
826,"Maruanto, Mazindara","$44,868.00",M,24-02-4934,Single,ON
827,"Kuzante, Marandinho","$208,434.00",M,24-02-5934,Married,ON
828,"Maruanto, Mazindara","$153,447.00",N,24-02-6934,Divorced,ON
829,"Kuzante, Marandinho","$192,530.00",M,24-02-7934,Single,ON
830,"Maruanto, Mazindara","$208,149.00",F,24-02-8934,Married,NS
831,"Kuzante, Marandinho","$216,408.00",F,24-02-9934,Divorced,ON
832,"Maruanto, Mazindara","$176,345.00",N,24-02-10934,Single,ON
833,"Kuzante, Marandinho","$84,107.00",M,24-02-11934,Married,ON
834,"Maruanto, Mazindara","$60,299.00",N,24-02-12934,Divorced,ON
835,"Kuzante, Marandinho","$186,982.00",F,24-02-13934,Single,ON
836,"Maruanto, Mazindara","$65,429.00",N,24-02-14934,Married,ON
837,"Kuzante, Marandinho","$85,676.00",M,24-02-15934,Divorced,ON
838,"Maruanto, Mazindara","$207,773.00",F,24-02-16934,Single,ON
839,"Kuzante, Marandinho","$55,275.00",M,24-02-17934,Married,ON
840,"Maruanto, Mazindara","$141,860.00",M,24-02-18934,Divorced,ON
841,"Kuzante, Marandinho","$114,006.00",M,24-02-19934,Single,ON
842,"Maruanto, Mazindara","$137,170.00",N,24-02-20934,Married,ON
843,"Kuzante, Marandinho","$22,475.00",M,24-02-21934,Divorced,ON
844,"Maruanto, Mazindara","$185,655.00",F,24-02-22934,Single,ON
845,"Kuzante, Marandinho","$100,001.00",F,24-02-23934,Married,ON
846,"Maruanto, Mazindara","$145,009.00",N,24-02-24934,Divorced,ON
847,"Kuzante, Marandinho","$175,942.00",M,24-02-25934,Single,ON
848,"Maruanto, Mazindara","$51,520.00",N,24-02-26934,Married,ON
849,"Kuzante, Marandinho","$42,184.00",F,24-02-27934,Divorced,ON
850,"Maruanto, Mazindara","$72,447.00",N,24-02-28934,Single,ON
851,"Kuzante, Marandinho","$245,412.00",M,24-02-29934,Married,ON
852,"Maruanto, Mazindara","$199,050.00",F,24-02-30934,Divorced,ON
853,"Kuzante, Marandinho","$77,405.00",M,24-02-31934,Single,ON
854,"Maruanto, Mazindara","$235,263.00",M,24-02-32934,Married,ON
855,"Kuzante, Marandinho","$72,641.00",M,24-02-33934,Divorced,NS
856,"Maruanto, Mazindara","$95,585.00",N,24-02-34934,Single,ON
857,"Kuzante, Marandinho","$133,244.00",M,24-02-35934,Married,ON
858,"Maruanto, Mazindara","$38,026.00",F,24-02-36934,Divorced,ON
859,"Kuzante, Marandinho","$111,453.00",F,24-02-37934,Single,ON
860,"Maruanto, Mazindara","$70,341.00",N,24-02-38934,Married,ON
861,"Kuzante, Marandinho","$32,782.00",M,24-02-39934,Divorced,ON
862,"Maruanto, Mazindara","$144,108.00",N,24-02-40934,Single,ON
863,"Kuzante, Marandinho","$34,460.00",F,24-02-41934,Married,ON
864,"Maruanto, Mazindara","$249,744.00",N,24-02-42934,Divorced,ON
865,"Kuzante, Marandinho","$13,704.00",M,24-02-43934,Single,ON
866,"Maruanto, Mazindara","$137,172.00",F,24-02-44934,Married,ON
867,"Kuzante, Marandinho","$152,502.00",M,24-02-45934,Divorced,ON
868,"Maruanto, Mazindara","$133,837.00",M,24-02-46934,Single,ON
869,"Kuzante, Marandinho","$105,271.00",M,24-02-47934,Married,ON
870,"Maruanto, Mazindara","$119,076.00",N,24-02-48934,Divorced,ON
871,"Kuzante, Marandinho","$170,086.00",M,24-02-49934,Single,ON
872,"Maruanto, Mazindara","$38,549.00",F,24-02-50934,Married,ON
873,"Kuzante, Marandinho","$115,113.00",F,24-02-51934,Divorced,ON
874,"Maruanto, Mazindara","$88,019.00",N,24-02-52934,Single,ON
875,"Kuzante, Marandinho","$206,899.00",M,24-02-53934,Married,ON
876,"Maruanto, Mazindara","$57,500.00",N,24-02-54934,Divorced,ON
877,"Kuzante, Marandinho","$76,392.00",F,24-02-55934,Single,ON
878,"Maruanto, Mazindara","$53,157.00",N,24-02-56934,Married,ON
879,"Kuzante, Marandinho","$181,651.00",M,24-02-57934,Divorced,ON
880,"Maruanto, Mazindara","$217,194.00",F,24-02-58934,Single,NS
881,"Kuzante, Marandinho","$141,374.00",M,24-02-59934,Married,ON
882,"Maruanto, Mazindara","$58,191.00",M,24-02-60934,Divorced,ON
883,"Kuzante, Marandinho","$20,111.00",M,24-02-61934,Single,ON
884,"Maruanto, Mazindara","$117,382.00",N,24-02-62934,Married,ON
885,"Kuzante, Marandinho","$138,107.00",M,24-02-63934,Divorced,ON
886,"Maruanto, Mazindara","$95,362.00",F,24-02-64934,Single,ON
887,"Kuzante, Marandinho","$173,027.00",F,24-02-65934,Married,ON
888,"Maruanto, Mazindara","$67,275.00",N,24-02-66934,Divorced,ON
889,"Kuzante, Marandinho","$92,665.00",M,24-02-67934,Single,ON
890,"Maruanto, Mazindara","$199,671.00",N,24-02-68934,Married,ON
891,"Kuzante, Marandinho","$123,698.00",F,24-02-69934,Divorced,ON
892,"Maruanto, Mazindara","$210,672.00",N,24-02-70934,Single,ON
893,"Kuzante, Marandinho","$204,144.00",M,24-02-71934,Married,ON
894,"Maruanto, Mazindara","$18,146.00",F,24-02-72934,Divorced,ON
895,"Kuzante, Marandinho","$219,637.00",M,24-02-73934,Single,ON
896,"Maruanto, Mazindara","$178,176.00",M,24-02-74934,Married,ON
897,"Kuzante, Marandinho","$97,236.00",M,24-02-75934,Divorced,ON
898,"Maruanto, Mazindara","$216,439.00",N,24-02-76934,Divorced,ON
899,"Kuzante, Marandinho","$59,437.00",M,24-02-77934,Single,ON
900,"Maruanto, Mazindara","$78,471.00",F,24-02-78934,Married,ON
901,"Kuzante, Marandinho","$142,615.00",F,24-02-79934,Divorced,ON
902,"Maruanto, Mazindara","$96,040.00",N,24-02-80934,Single,ON
903,"Kuzante, Marandinho","$139,243.00",M,24-02-81934,Married,ON
904,"Maruanto, Mazindara","$33,270.00",N,24-02-82934,Divorced,NS
905,"Kuzante, Marandinho","$51,983.00",F,24-02-83934,Single,ON
906,"Maruanto, Mazindara","$231,194.00",N,24-02-84934,Married,ON
907,"Kuzante, Marandinho","$67,429.00",M,24-02-85934,Divorced,ON
908,"Maruanto, Mazindara","$138,926.00",F,24-02-86934,Single,ON
909,"Kuzante, Marandinho","$171,143.00",M,24-02-87934,Married,ON
910,"Maruanto, Mazindara","$152,016.00",M,24-02-88934,Divorced,ON
911,"Kuzante, Marandinho","$119,511.00",M,24-02-89934,Single,ON
912,"Maruanto, Mazindara","$87,488.00",N,24-02-90934,Married,ON
913,"Kuzante, Marandinho","$101,234.00",M,24-02-91934,Divorced,ON
914,"Maruanto, Mazindara","$73,592.00",F,24-02-92934,Single,ON
915,"Kuzante, Marandinho","$81,154.00",F,24-02-93934,Married,ON
916,"Maruanto, Mazindara","$96,795.00",N,24-02-94934,Divorced,ON
917,"Kuzante, Marandinho","$39,649.00",M,24-02-95934,Divorced,ON
918,"Maruanto, Mazindara","$154,590.00",N,24-02-96934,Single,ON
919,"Kuzante, Marandinho","$154,962.00",F,24-02-97934,Married,ON
920,"Maruanto, Mazindara","$198,552.00",N,24-02-98934,Divorced,ON
921,"Kuzante, Marandinho","$123,322.00",M,24-02-99934,Single,ON
922,"Maruanto, Mazindara","$210,761.00",F,24-02-100934,Married,ON
923,"Kuzante, Marandinho","$142,615.00",F,24-02-79934,Divorced,ON
924,"Maruanto, Mazindara","$96,040.00",N,24-02-80934,Single,ON
925,"Kuzante, Marandinho","$139,243.00",M,24-02-81934,Married,ON
926,"Maruanto, Mazindara","$33,270.00",N,24-02-82934,Divorced,ON
927,"Kuzante, Marandinho","$51,983.00",F,24-02-83934,Single,ON
928,"Maruanto, Mazindara","$231,194.00",N,24-02-84934,Married,ON
929,"Kuzante, Marandinho","$67,429.00",M,24-02-85934,Divorced,ON
930,"Maruanto, Mazindara","$138,926.00",F,24-02-86934,Single,ON
931,"Kuzante, Marandinho","$171,143.00",M,24-02-87934,Married,ON
932,"Maruanto, Mazindara","$152,016.00",M,24-02-88934,Divorced,ON
933,"Kuzante, Marandinho","$119,511.00",M,24-02-89934,Single,ON
934,"Maruanto, Mazindara","$87,488.00",N,24-02-90934,Married,ON
935,"Kuzante, Marandinho","$101,234.00",M,24-02-91934,Divorced,NS
936,"Maruanto, Mazindara","$73,592.00",F,24-02-92934,Single,ON
937,"Kuzante, Marandinho","$81,154.00",F,24-02-93934,Married,ON
938,"Maruanto, Mazindara","$96,795.00",N,24-02-94934,Divorced,ON
939,"Kuzante, Marandinho","$39,649.00",M,24-02-95934,Divorced,ON
940,"Maruanto, Mazindara","$154,590.00",N,24-02-96934,Single,ON
941,"Kuzante, Marandinho","$154,962.00",F,24-02-97934,Married,ON
942,"Maruanto, Mazindara","$198,552.00",N,24-02-98934,Divorced,ON
943,"Kuzante, Marandinho","$123,322.00",M,24-02-99934,Single,ON
944,"Maruanto, Mazindara","$210,761.00",F,24-02-100934,Married,ON
945,"Kuzante, Marandinho","$155,331.00",M,24-02-1934,Single,ON
946,"Maruanto, Mazindara","$176,784.00",F,24-02-2934,Married,ON
947,"Kuzante, Marandinho","$71,233.00",M,24-02-3934,Divorced,ON
948,"Maruanto, Mazindara","$44,868.00",M,24-02-4934,Single,ON
949,"Kuzante, Marandinho","$208,434.00",M,24-02-5934,Married,ON
950,"Maruanto, Mazindara","$153,447.00",N,24-02-6934,Divorced,ON
951,"Kuzante, Marandinho","$192,530.00",M,24-02-7934,Single,ON
952,"Maruanto, Mazindara","$208,149.00",F,24-02-8934,Married,ON
953,"Kuzante, Marandinho","$216,408.00",F,24-02-9934,Divorced,ON
954,"Maruanto, Mazindara","$176,345.00",N,24-02-10934,Single,ON
955,"Kuzante, Marandinho","$84,107.00",M,24-02-11934,Married,ON
956,"Maruanto, Mazindara","$60,299.00",N,24-02-12934,Divorced,ON
957,"Kuzante, Marandinho","$186,982.00",F,24-02-13934,Single,ON
958,"Maruanto, Mazindara","$65,429.00",N,24-02-14934,Married,ON
959,"Kuzante, Marandinho","$85,676.00",M,24-02-15934,Divorced,ON
960,"Maruanto, Mazindara","$207,773.00",F,24-02-16934,Single,ON
961,"Kuzante, Marandinho","$55,275.00",M,24-02-17934,Married,ON
962,"Maruanto, Mazindara","$141,860.00",M,24-02-18934,Divorced,ON
963,"Kuzante, Marandinho","$114,006.00",M,24-02-19934,Single,ON
964,"Maruanto, Mazindara","$137,170.00",N,24-02-20934,Married,ON
965,"Kuzante, Marandinho","$22,475.00",M,24-02-21934,Divorced,ON
966,"Maruanto, Mazindara","$185,655.00",F,24-02-22934,Single,ON
967,"Kuzante, Marandinho","$100,001.00",F,24-02-23934,Married,ON
968,"Maruanto, Mazindara","$145,009.00",N,24-02-24934,Divorced,ON
969,"Kuzante, Marandinho","$175,942.00",M,24-02-25934,Single,NS
970,"Maruanto, Mazindara","$51,520.00",N,24-02-26934,Married,ON
971,"Kuzante, Marandinho","$42,184.00",F,24-02-27934,Divorced,ON
972,"Maruanto, Mazindara","$72,447.00",N,24-02-28934,Single,ON
973,"Kuzante, Marandinho","$245,412.00",M,24-02-29934,Married,ON
974,"Maruanto, Mazindara","$199,050.00",F,24-02-30934,Divorced,ON
975,"Kuzante, Marandinho","$77,405.00",M,24-02-31934,Single,ON
976,"Maruanto, Mazindara","$235,263.00",M,24-02-32934,Married,ON
977,"Kuzante, Marandinho","$72,641.00",M,24-02-33934,Divorced,ON
978,"Maruanto, Mazindara","$95,585.00",N,24-02-34934,Single,ON
979,"Kuzante, Marandinho","$133,244.00",M,24-02-35934,Married,ON
980,"Maruanto, Mazindara","$38,026.00",F,24-02-36934,Divorced,ON
981,"Kuzante, Marandinho","$111,453.00",F,24-02-37934,Single,ON
982,"Maruanto, Mazindara","$70,341.00",N,24-02-38934,Married,ON
983,"Kuzante, Marandinho","$32,782.00",M,24-02-39934,Divorced,ON
984,"Maruanto, Mazindara","$144,108.00",N,24-02-40934,Single,ON
985,"Kuzante, Marandinho","$34,460.00",F,24-02-41934,Married,ON
986,"Maruanto, Mazindara","$249,744.00",N,24-02-42934,Divorced,ON
987,"Kuzante, Marandinho","$13,704.00",M,24-02-43934,Single,ON
988,"Maruanto, Mazindara","$137,172.00",F,24-02-44934,Married,ON
989,"Kuzante, Marandinho","$152,502.00",M,24-02-45934,Divorced,ON
990,"Maruanto, Mazindara","$133,837.00",M,24-02-46934,Single,ON
991,"Kuzante, Marandinho","$105,271.00",M,24-02-47934,Married,ON
992,"Maruanto, Mazindara","$119,076.00",N,24-02-48934,Divorced,ON
993,"Kuzante, Marandinho","$170,086.00",M,24-02-49934,Single,ON
994,"Maruanto, Mazindara","$38,549.00",F,24-02-50934,Married,ON
995,"Kuzante, Marandinho","$115,113.00",F,24-02-51934,Divorced,ON
996,"Maruanto, Mazindara","$88,019.00",N,24-02-52934,Single,ON
997,"Kuzante, Marandinho","$206,899.00",M,24-02-53934,Married,ON
998,"Maruanto, Mazindara","$57,500.00",N,24-02-54934,Divorced,ON
999,"Kuzante, Marandinho","$76,392.00",F,24-02-55934,Single,ON
1000,"Maruanto, Mazindara","$53,157.00",N,24-02-56934,Married,ON
1001,"Kuzante, Marandinho","$181,651.00",M,24-02-57934,Divorced,ON
1002,"Maruanto, Mazindara","$217,194.00",F,24-02-58934,Single,MB
1003,"Kuzante, Marandinho","$141,374.00",M,24-02-59934,Married,ON
1004,"Maruanto, Mazindara","$58,191.00",M,24-02-60934,Divorced,ON
1005,"Kuzante, Marandinho","$20,111.00",M,24-02-61934,Single,ON
1006,"Maruanto, Mazindara","$117,382.00",N,24-02-62934,Married,ON
1007,"Kuzante, Marandinho","$138,107.00",M,24-02-63934,Divorced,ON
1008,"Maruanto, Mazindara","$95,362.00",F,24-02-64934,Single,ON
1009,"Kuzante, Marandinho","$173,027.00",F,24-02-65934,Married,ON
1010,"Maruanto, Mazindara","$67,275.00",N,24-02-66934,Divorced,ON
1011,"Kuzante, Marandinho","$92,665.00",M,24-02-67934,Single,ON
1012,"Maruanto, Mazindara","$199,671.00",N,24-02-68934,Married,ON
1013,"Kuzante, Marandinho","$123,698.00",F,24-02-69934,Divorced,ON
1014,"Maruanto, Mazindara","$210,672.00",N,24-02-70934,Single,ON
1015,"Kuzante, Marandinho","$204,144.00",M,24-02-71934,Married,ON
1016,"Maruanto, Mazindara","$18,146.00",F,24-02-72934,Divorced,ON
1017,"Kuzante, Marandinho","$219,637.00",M,24-02-73934,Single,ON
1018,"Maruanto, Mazindara","$178,176.00",M,24-02-74934,Married,ON
1019,"Kuzante, Marandinho","$97,236.00",M,24-02-75934,Divorced,ON
1020,"Maruanto, Mazindara","$216,439.00",N,24-02-76934,Divorced,ON
1021,"Kuzante, Marandinho","$59,437.00",M,24-02-77934,Single,ON
1022,"Maruanto, Mazindara","$78,471.00",F,24-02-78934,Married,ON
1023,"Kuzante, Marandinho","$142,615.00",F,24-02-79934,Divorced,ON
1024,"Maruanto, Mazindara","$96,040.00",N,24-02-80934,Single,ON
1025,"Kuzante, Marandinho","$139,243.00",M,24-02-81934,Married,ON
1026,"Maruanto, Mazindara","$33,270.00",N,24-02-82934,Divorced,ON
1027,"Kuzante, Marandinho","$51,983.00",F,24-02-83934,Single,ON
1028,"Maruanto, Mazindara","$231,194.00",N,24-02-84934,Married,ON
1029,"Kuzante, Marandinho","$67,429.00",M,24-02-85934,Divorced,ON
1030,"Maruanto, Mazindara","$138,926.00",F,24-02-86934,Single,NS
1031,"Kuzante, Marandinho","$171,143.00",M,24-02-87934,Married,ON
1032,"Maruanto, Mazindara","$152,016.00",M,24-02-88934,Divorced,ON
1033,"Kuzante, Marandinho","$119,511.00",M,24-02-89934,Single,ON
1034,"Maruanto, Mazindara","$87,488.00",N,24-02-90934,Married,ON
1035,"Kuzante, Marandinho","$101,234.00",M,24-02-91934,Divorced,ON
1036,"Maruanto, Mazindara","$73,592.00",F,24-02-92934,Single,ON
1037,"Kuzante, Marandinho","$81,154.00",F,24-02-93934,Married,ON
1038,"Maruanto, Mazindara","$96,795.00",N,24-02-94934,Divorced,ON
1039,"Kuzante, Marandinho","$39,649.00",M,24-02-95934,Divorced,ON
1040,"Maruanto, Mazindara","$154,590.00",N,24-02-96934,Single,ON
1041,"Kuzante, Marandinho","$154,962.00",F,24-02-97934,Married,ON
1042,"Maruanto, Mazindara","$198,552.00",N,24-02-98934,Divorced,ON
1043,"Kuzante, Marandinho","$123,322.00",M,24-02-99934,Single,ON
1044,"Maruanto, Mazindara","$210,761.00",F,24-02-100934,Married,ON
1045,"Kuzante, Marandinho","$155,331.00",M,24-02-1934,Single,ON
1046,"Maruanto, Mazindara","$176,784.00",F,24-02-2934,Married,ON
1047,"Kuzante, Marandinho","$71,233.00",M,24-02-3934,Divorced,ON
1048,"Maruanto, Mazindara","$44,868.00",M,24-02-4934,Single,ON
1049,"Kuzante, Marandinho","$208,434.00",M,24-02-5934,Married,ON
1050,"Maruanto, Mazindara","$153,447.00",N,24-02-6934,Divorced,ON
1051,"Kuzante, Marandinho","$192,530.00",M,24-02-7934,Single,ON
1052,"Maruanto, Mazindara","$208,149.00",F,24-02-8934,Married,ON
1053,"Kuzante, Marandinho","$216,408.00",F,24-02-9934,Divorced,ON
1054,"Maruanto, Mazindara","$176,345.00",N,24-02-10934,Single,ON
1055,"Kuzante, Marandinho","$84,107.00",M,24-02-11934,Married,NS
1056,"Maruanto, Mazindara","$60,299.00",N,24-02-12934,Divorced,ON
1057,"Kuzante, Marandinho","$186,982.00",F,24-02-13934,Single,ON
1058,"Maruanto, Mazindara","$65,429.00",N,24-02-14934,Married,ON
1059,"Kuzante, Marandinho","$85,676.00",M,24-02-15934,Divorced,ON
1060,"Maruanto, Mazindara","$207,773.00",F,24-02-16934,Single,ON
1061,"Kuzante, Marandinho","$55,275.00",M,24-02-17934,Married,ON
1062,"Maruanto, Mazindara","$141,860.00",M,24-02-18934,Divorced,ON
1063,"Kuzante, Marandinho","$114,006.00",M,24-02-19934,Single,ON
1064,"Maruanto, Mazindara","$137,170.00",N,24-02-20934,Married,ON
1065,"Kuzante, Marandinho","$22,475.00",M,24-02-21934,Divorced,ON
1066,"Maruanto, Mazindara","$185,655.00",F,24-02-22934,Single,ON
1067,"Kuzante, Marandinho","$100,001.00",F,24-02-23934,Married,ON
1068,"Maruanto, Mazindara","$145,009.00",N,24-02-24934,Divorced,ON
1069,"Kuzante, Marandinho","$175,942.00",M,24-02-25934,Single,ON
1070,"Maruanto, Mazindara","$51,520.00",N,24-02-26934,Married,ON
1071,"Kuzante, Marandinho","$42,184.00",F,24-02-27934,Divorced,ON
1072,"Maruanto, Mazindara","$72,447.00",N,24-02-28934,Single,ON
1073,"Kuzante, Marandinho","$245,412.00",M,24-02-29934,Married,ON
1074,"Maruanto, Mazindara","$199,050.00",F,24-02-30934,Divorced,ON
1075,"Kuzante, Marandinho","$77,405.00",M,24-02-31934,Single,ON
1076,"Maruanto, Mazindara","$235,263.00",M,24-02-32934,Married,MB
1077,"Kuzante, Marandinho","$72,641.00",M,24-02-33934,Divorced,ON
1078,"Maruanto, Mazindara","$95,585.00",N,24-02-34934,Single,ON
1079,"Kuzante, Marandinho","$133,244.00",M,24-02-35934,Married,ON
1080,"Maruanto, Mazindara","$38,026.00",F,24-02-36934,Divorced,ON
1081,"Kuzante, Marandinho","$111,453.00",F,24-02-37934,Single,ON
1082,"Maruanto, Mazindara","$70,341.00",N,24-02-38934,Married,ON
1083,"Kuzante, Marandinho","$32,782.00",M,24-02-39934,Divorced,ON
1084,"Maruanto, Mazindara","$144,108.00",N,24-02-40934,Single,ON
1085,"Kuzante, Marandinho","$34,460.00",F,24-02-41934,Married,ON
1086,"Maruanto, Mazindara","$249,744.00",N,24-02-42934,Divorced,ON
1087,"Kuzante, Marandinho","$13,704.00",M,24-02-43934,Single,ON
1088,"Maruanto, Mazindara","$137,172.00",F,24-02-44934,Married,ON
1089,"Kuzante, Marandinho","$152,502.00",M,24-02-45934,Divorced,ON
1090,"Maruanto, Mazindara","$133,837.00",M,24-02-46934,Single,ON
1091,"Kuzante, Marandinho","$105,271.00",M,24-02-47934,Married,ON
1092,"Maruanto, Mazindara","$119,076.00",N,24-02-48934,Divorced,ON
1093,"Kuzante, Marandinho","$170,086.00",M,24-02-49934,Single,ON
1094,"Maruanto, Mazindara","$38,549.00",F,24-02-50934,Married,ON
1095,"Kuzante, Marandinho","$115,113.00",F,24-02-51934,Divorced,ON
1096,"Maruanto, Mazindara","$88,019.00",N,24-02-52934,Single,ON
